0,1,2,3,4,5,6,7,8,9,10,11
Reporting  Area,AIDS §,AIDS §,Chlamydia†,Escherichia coli  O157:H7,Escherichia coli  O157:H7,Gonorrhea,Gonorrhea,"Hepatitis C/NA,NB","Hepatitis C/NA,NB",Legionellosis,Legionellosis
Reporting  Area,AIDS §,AIDS §,Chlamydia†,NETSS,PHLIS,Gonorrhea,Gonorrhea,"Hepatitis C/NA,NB","Hepatitis C/NA,NB",Legionellosis,Legionellosis
Reporting  Area,Cum.  1996,Cum.  1995,Cum.  1996,Cum.  1996,Cum.  1996,Cum.  1996,Cum.  1995,Cum.  1996,Cum.  1995,Cum.  1996,Cum.  1995
UNITED STATES,-,3710,3593,18,-,11801,20634,84,81,29,56
NEW ENGLAND,-,284,487,5,-,296,231,-,-,2,-
Maine,-,-,-,1,-,2,3,-,-,-,-
N.H.,-,-,37,-,-,8,4,-,-,-,-
Vt.,-,-,-,-,-,9,1,-,-,-,-
Mass.,-,190,350,4,-,130,191,-,-,2,-
R.I.,-,9,100,-,-,32,30,-,-,-,-
Conn.,-,85,-,-,-,115,2,-,-,N,N
MID. ATLANTIC,-,1358,10,1,-,645,1850,1,14,3,5
Upstate N.Y.,-,38,N,-,-,-,33,-,4,-,-
N.Y. City,-,907,-,-,-,-,680,1,-,-,1
N.J.,-,280,10,-,-,189,194,-,7,-,2
Pa.,-,133,-,N,-,456,943,-,3,3,2
E.N. CENTRAL,-,207,1211,1,-,2891,5332,12,19,11,24
Ohio,-,31,-,-,-,312,2049,-,1,4,11
Ind.,-,33,-,1,-,499,431,-,-,3,2
Ill.,-,3,-,-,-,1095,1083,-,7,-,5
Mich.,-,134,1202,-,-,964,1324,12,11,4,1
Wis.,-,6,9,N,-,21,445,-,-,-,5
W.N. CENTRAL,-,92,482,3,-,567,1329,-,3,-,8
Minn.,-,25,-,-,-,-,185,-,-,-,-
Iowa,-,4,-,1,-,-,85,-,1,-,2
Mo.,-,49,452,-,-,408,827,-,2,-,6
N. Dak.,-,-,-,-,-,-,-,-,-,-,-
S. Dak.,-,-,30,-,-,4,1,-,-,-,-
Nebr.,-,12,-,-,-,-,25,-,-,-,-
Kans.,-,2,-,2,-,155,206,-,-,-,-
S. ATLANTIC,-,476,887,2,-,5263,6249,4,9,4,11
Del.,-,29,-,-,-,86,126,-,-,-,-
Md.,-,171,-,N,-,-,1066,-,-,2,3
D.C.,-,36,N,-,-,278,428,-,-,-,-
Va.,-,108,636,N,-,590,337,-,-,-,-
W. Va.,-,4,-,N,-,33,47,3,3,1,1
N.C.,-,1,-,-,-,722,894,-,4,1,5
S.C.,-,-,-,-,-,1406,739,1,1,-,-
Ga.,-,122,-,-,-,1984,1422,-,-,-,2
Fla.,-,5,251,-,-,164,1190,-,1,-,-
E.S. CENTRAL,-,86,353,2,-,1444,2619,-,-,6,2
Ky.,-,2,-,-,-,221,315,-,-,2,1
Tenn.,-,34,349,N,-,440,278,-,-,2,-
Ala.,-,33,-,1,-,735,1585,-,-,-,-
Miss.,-,17,4,1,-,48,441,-,-,2,1
W.S. CENTRAL,-,298,-,1,-,134,941,27,1,-,-
Ark.,-,20,-,1,-,14,174,-,-,-,-
La.,-,20,-,N,-,120,735,1,-,-,-
Okla.,-,35,-,-,-,-,32,26,1,-,-
Tex.,-,223,-,-,-,-,-,-,-,-,-
MOUNTAIN,-,118,163,2,-,256,438,32,8,-,2
Mont.,-,-,-,-,-,1,6,2,2,-,-
Idaho,-,5,64,1,-,5,4,6,1,-,-
Wyo.,-,1,31,-,-,4,3,8,4,-,-
Colo.,-,73,-,-,-,117,160,3,1,-,-
N. Mex.,-,7,-,-,-,51,48,9,-,-,-
Ariz.,-,2,-,N,-,52,128,1,-,-,-
Utah,-,-,68,-,-,26,4,3,-,-,-
Nev.,-,30,-,1,-,-,85,-,-,-,2
PACIFIC,-,791,-,1,-,305,1645,8,27,3,4
Wash.,-,1,-,-,-,-,143,-,-,-,-
Oreg.,-,31,-,1,-,9,29,2,3,-,-
Calif.,-,701,-,-,-,264,1391,5,21,3,2
Alaska,-,18,N,-,-,32,58,1,-,-,-
Hawaii,-,40,-,N,-,-,24,-,3,-,2
Guam,-,-,-,N,-,-,3,-,-,-,-
P.R.,-,62,N,N,U,5,24,2,1,-,-
V.I.,-,-,N,N,U,-,-,-,-,-,-
Amer. Samoa,-,-,-,N,U,-,1,-,-,-,-
C.N.M.I.,-,-,N,N,U,-,-,-,-,-,-
