SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
050,25,001,Massachusetts,Barnstable County,1,0,1986,1038,948,966,867,22,30,4,10,16,11,0,3,30,27,1004,914,938,838,16,27,4,10,16,11,0,2,30,26,34,34,28,29,6,3,0,0,0,0,0,1,0,1
050,25,001,Massachusetts,Barnstable County,1,1,8613,4433,4180,4104,3831,99,114,33,34,54,76,2,2,141,123,4300,4055,3997,3718,90,110,28,32,52,73,0,2,133,120,133,125,107,113,9,4,5,2,2,3,2,0,8,3
050,25,001,Massachusetts,Barnstable County,1,2,12812,6584,6228,6162,5822,157,178,63,63,40,46,2,1,160,118,6418,6086,6011,5699,152,169,60,59,38,45,2,1,155,113,166,142,151,123,5,9,3,4,2,1,0,0,5,5
050,25,001,Massachusetts,Barnstable County,1,3,14207,7341,6866,6880,6427,186,178,74,73,52,55,3,3,146,130,7201,6702,6759,6290,179,170,68,60,49,53,3,3,143,126,140,164,121,137,7,8,6,13,3,2,0,0,3,4
050,25,001,Massachusetts,Barnstable County,1,4,11723,6176,5547,5791,5206,177,137,56,53,51,46,2,3,99,102,6043,5415,5680,5097,167,129,53,45,50,42,2,3,91,99,133,132,111,109,10,8,3,8,1,4,0,0,8,3
050,25,001,Massachusetts,Barnstable County,1,5,7737,4008,3729,3708,3443,171,122,36,42,36,51,1,4,56,67,3866,3607,3587,3342,161,115,31,34,35,51,1,3,51,62,142,122,121,101,10,7,5,8,1,0,0,1,5,5
050,25,001,Massachusetts,Barnstable County,1,6,8968,4338,4630,3967,4304,223,169,33,32,56,73,3,3,56,49,4216,4526,3855,4208,219,164,31,30,54,73,3,3,54,48,122,104,112,96,4,5,2,2,2,0,0,0,2,1
050,25,001,Massachusetts,Barnstable County,1,7,12628,5977,6651,5618,6230,201,246,37,41,72,71,5,2,44,61,5842,6524,5495,6117,196,238,33,38,71,71,5,2,42,58,135,127,123,113,5,8,4,3,1,0,0,0,2,3
050,25,001,Massachusetts,Barnstable County,1,8,16282,7777,8505,7388,8085,220,226,57,54,58,75,2,5,52,60,7638,8366,7270,7958,210,223,49,51,58,75,2,3,49,56,139,139,118,127,10,3,8,3,0,0,0,2,3,4
050,25,001,Massachusetts,Barnstable County,1,9,17702,8419,9283,8053,8858,183,224,63,62,60,71,3,4,57,64,8313,9194,7960,8783,176,222,61,58,60,68,2,4,54,59,106,89,93,75,7,2,2,4,0,3,1,0,3,5
050,25,001,Massachusetts,Barnstable County,1,10,16664,7947,8717,7656,8451,162,127,45,41,35,51,2,1,47,46,7868,8626,7588,8374,156,121,45,38,33,48,1,1,45,44,79,91,68,77,6,6,0,3,2,3,1,0,2,2
050,25,001,Massachusetts,Barnstable County,1,11,16136,7652,8484,7410,8235,127,104,43,43,32,57,3,3,37,42,7598,8426,7364,8184,124,102,41,42,31,56,3,3,35,39,54,58,46,51,3,2,2,1,1,1,0,0,2,3
050,25,001,Massachusetts,Barnstable County,1,12,13524,6181,7343,6025,7189,67,61,27,28,30,31,1,3,31,31,6156,7304,6002,7152,66,61,27,26,30,31,1,3,30,31,25,39,23,37,1,0,0,2,0,0,0,0,1,0
050,25,001,Massachusetts,Barnstable County,1,13,11986,5460,6526,5345,6403,58,55,21,19,18,25,0,1,18,23,5432,6504,5318,6384,58,53,20,18,18,25,0,1,18,23,28,22,27,19,0,2,1,1,0,0,0,0,0,0
050,25,001,Massachusetts,Barnstable County,1,14,13299,6062,7237,5935,7110,56,57,29,22,21,22,0,2,21,24,6039,7203,5915,7081,55,55,28,21,20,22,0,1,21,23,23,34,20,29,1,2,1,1,1,0,0,1,0,1
050,25,001,Massachusetts,Barnstable County,1,15,13062,6009,7053,5919,6936,50,51,15,25,5,14,1,2,19,25,5985,7031,5895,6915,50,50,15,25,5,14,1,2,19,25,24,22,24,21,0,1,0,0,0,0,0,0,0,0
050,25,001,Massachusetts,Barnstable County,1,16,11076,4858,6218,4777,6106,44,55,14,19,10,12,0,1,13,25,4847,6201,4768,6090,44,55,14,19,10,11,0,1,11,25,11,17,9,16,0,0,0,0,0,1,0,0,2,0
050,25,001,Massachusetts,Barnstable County,1,17,7386,2916,4470,2870,4378,26,58,9,12,5,8,0,2,6,12,2908,4450,2864,4362,26,56,9,12,3,7,0,2,6,11,8,20,6,16,0,2,0,0,2,1,0,0,0,1
050,25,001,Massachusetts,Barnstable County,1,18,6448,2028,4420,1994,4355,21,40,4,7,5,3,0,1,4,14,2020,4411,1989,4348,20,39,3,7,4,2,0,1,4,14,8,9,5,7,1,1,1,0,1,1,0,0,0,0
050,25,001,Massachusetts,Barnstable County,1,99,222239,105204,117035,100568,112236,2250,2232,663,680,656,798,30,46,1037,1043,103694,115545,99255,110940,2165,2159,620,625,637,778,26,41,991,1002,1510,1490,1313,1296,85,73,43,55,19,20,4,5,46,41
050,25,001,Massachusetts,Barnstable County,2,0,2012,1051,961,977,876,22,31,4,10,17,12,0,3,31,29,1016,926,948,846,16,28,4,10,17,12,0,2,31,28,35,35,29,30,6,3,0,0,0,0,0,1,0,1
050,25,001,Massachusetts,Barnstable County,2,1,8607,4433,4174,4097,3826,99,114,33,34,54,75,2,2,148,123,4298,4048,3989,3712,90,110,28,32,52,72,0,2,139,120,135,126,108,114,9,4,5,2,2,3,2,0,9,3
050,25,001,Massachusetts,Barnstable County,2,2,12789,6576,6213,6149,5811,156,177,63,63,40,46,2,1,166,115,6409,6070,5997,5687,151,168,60,59,38,45,2,1,161,110,167,143,152,124,5,9,3,4,2,1,0,0,5,5
050,25,001,Massachusetts,Barnstable County,2,3,14290,7382,6908,6919,6465,188,180,74,73,52,55,3,3,146,132,7238,6741,6795,6325,181,172,68,60,49,53,3,3,142,128,144,167,124,140,7,8,6,13,3,2,0,0,4,4
050,25,001,Massachusetts,Barnstable County,2,4,11777,6208,5569,5830,5223,178,138,56,53,51,46,2,3,91,106,6072,5436,5717,5113,168,130,53,45,50,42,2,3,82,103,136,133,113,110,10,8,3,8,1,4,0,0,9,3
050,25,001,Massachusetts,Barnstable County,2,5,7774,4034,3740,3728,3456,171,120,37,42,36,51,1,4,61,67,3891,3617,3606,3354,161,113,32,34,35,51,1,3,56,62,143,123,122,102,10,7,5,8,1,0,0,1,5,5
050,25,001,Massachusetts,Barnstable County,2,6,8898,4305,4593,3937,4268,218,168,33,32,56,73,3,3,58,49,4181,4488,3823,4171,214,163,31,30,54,73,3,3,56,48,124,105,114,97,4,5,2,2,2,0,0,0,2,1
050,25,001,Massachusetts,Barnstable County,2,7,12639,5985,6654,5627,6237,197,241,37,41,73,72,5,2,46,61,5848,6526,5502,6123,192,233,33,38,72,72,5,2,44,58,137,128,125,114,5,8,4,3,1,0,0,0,2,3
050,25,001,Massachusetts,Barnstable County,2,8,16237,7759,8478,7370,8063,221,223,57,54,58,76,2,5,51,57,7619,8337,7251,7934,211,220,49,51,58,76,2,3,48,53,140,141,119,129,10,3,8,3,0,0,0,2,3,4
050,25,001,Massachusetts,Barnstable County,2,9,17769,8452,9317,8081,8889,185,222,63,62,60,71,3,4,60,69,8343,9227,7985,8813,178,220,61,58,60,68,2,4,57,64,109,90,96,76,7,2,2,4,0,3,1,0,3,5
