SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
050,49,001,Utah,Beaver County,1,0,119,65,54,62,51,0,0,0,1,0,1,0,0,3,1,61,48,59,45,0,0,0,1,0,1,0,0,2,1,4,6,3,6,0,0,0,0,0,0,0,0,1,0
050,49,001,Utah,Beaver County,1,1,438,232,206,225,197,0,0,1,2,3,2,0,0,3,5,215,192,209,184,0,0,1,2,2,2,0,0,3,4,17,14,16,13,0,0,0,0,1,0,0,0,0,1
050,49,001,Utah,Beaver County,1,2,550,282,268,271,258,0,0,7,5,0,1,0,0,4,4,265,249,259,242,0,0,3,4,0,1,0,0,3,2,17,19,12,16,0,0,4,1,0,0,0,0,1,2
050,49,001,Utah,Beaver County,1,3,555,291,264,270,256,0,0,6,4,2,0,1,0,12,4,271,250,255,244,0,0,5,2,2,0,1,0,8,4,20,14,15,12,0,0,1,2,0,0,0,0,4,0
050,49,001,Utah,Beaver County,1,4,512,254,258,247,248,0,1,3,3,0,1,1,0,3,5,240,246,233,236,0,1,3,3,0,1,1,0,3,5,14,12,14,12,0,0,0,0,0,0,0,0,0,0
050,49,001,Utah,Beaver County,1,5,396,222,174,208,169,4,0,4,2,2,2,3,0,1,1,194,161,181,157,4,0,4,2,2,1,3,0,0,1,28,13,27,12,0,0,0,0,0,1,0,0,1,0
050,49,001,Utah,Beaver County,1,6,369,189,180,184,175,1,0,1,1,1,4,1,0,1,0,163,162,158,158,1,0,1,1,1,3,1,0,1,0,26,18,26,17,0,0,0,0,0,1,0,0,0,0
050,49,001,Utah,Beaver County,1,7,320,180,140,168,136,5,0,2,1,3,1,0,0,2,2,165,133,154,130,5,0,2,1,2,1,0,0,2,1,15,7,14,6,0,0,0,0,1,0,0,0,0,1
050,49,001,Utah,Beaver County,1,8,368,202,166,193,157,3,0,2,2,0,4,0,0,4,3,191,154,182,145,3,0,2,2,0,4,0,0,4,3,11,12,11,12,0,0,0,0,0,0,0,0,0,0
050,49,001,Utah,Beaver County,1,9,382,194,188,189,181,0,0,2,3,2,1,0,0,1,3,179,179,176,172,0,0,1,3,1,1,0,0,1,3,15,9,13,9,0,0,1,0,1,0,0,0,0,0
050,49,001,Utah,Beaver County,1,10,393,213,180,210,174,0,0,1,3,1,1,0,0,1,2,206,171,203,166,0,0,1,2,1,1,0,0,1,2,7,9,7,8,0,0,0,1,0,0,0,0,0,0
050,49,001,Utah,Beaver County,1,11,311,150,161,143,155,0,0,2,1,1,1,0,0,4,4,146,157,139,151,0,0,2,1,1,1,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0
050,49,001,Utah,Beaver County,1,12,257,135,122,131,121,0,0,1,1,1,0,0,0,2,0,130,121,126,120,0,0,1,1,1,0,0,0,2,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0
050,49,001,Utah,Beaver County,1,13,192,101,91,100,91,0,0,0,0,1,0,0,0,0,0,100,90,100,90,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
050,49,001,Utah,Beaver County,1,14,227,108,119,107,116,0,0,0,1,1,1,0,0,0,1,105,118,104,115,0,0,0,1,1,1,0,0,0,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0
050,49,001,Utah,Beaver County,1,15,203,102,101,102,99,0,0,0,1,0,0,0,0,0,1,100,98,100,96,0,0,0,1,0,0,0,0,0,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0
