SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
050,36,001,New York,Albany County,1,0,3192,1662,1530,1194,1118,326,295,4,5,66,52,0,2,72,58,1538,1440,1125,1056,285,272,3,5,64,50,0,2,61,55,124,90,69,62,41,23,1,0,2,2,0,0,11,3
050,36,001,New York,Albany County,1,1,13458,6949,6509,5169,4878,1302,1143,17,13,214,237,2,1,245,237,6529,6176,4909,4667,1183,1052,7,11,213,232,1,1,216,213,420,333,260,211,119,91,10,2,1,5,1,0,29,24
050,36,001,New York,Albany County,1,2,18948,9770,9178,7439,6969,1765,1690,24,17,276,262,4,5,262,235,9290,8744,7139,6687,1638,1571,13,13,271,257,1,3,228,213,480,434,300,282,127,119,11,4,5,5,3,2,34,22
050,36,001,New York,Albany County,1,3,19435,9968,9467,7821,7446,1646,1509,30,29,258,254,5,6,208,223,9548,9063,7550,7174,1537,1422,19,17,254,251,1,6,187,193,420,404,271,272,109,87,11,12,4,3,4,0,21,30
050,36,001,New York,Albany County,1,4,22230,11153,11077,8980,8838,1560,1654,24,22,409,380,4,4,176,179,10631,10536,8604,8434,1454,1546,17,16,404,377,1,1,151,162,522,541,376,404,106,108,7,6,5,3,3,3,25,17
050,36,001,New York,Albany County,1,5,22612,11124,11488,9075,8930,1361,1681,25,48,509,640,4,11,150,178,10599,10873,8697,8497,1256,1558,14,33,506,632,3,8,123,145,525,615,378,433,105,123,11,15,3,8,1,3,27,33
050,36,001,New York,Albany County,1,6,18732,9183,9549,7393,7431,1114,1439,28,22,515,513,4,6,129,138,8840,9103,7139,7125,1054,1328,20,16,512,511,4,5,111,118,343,446,254,306,60,111,8,6,3,2,0,1,18,20
050,36,001,New York,Albany County,1,7,20691,10192,10499,8438,8487,1256,1432,25,23,369,421,3,0,101,136,9792,10138,8144,8237,1171,1352,20,16,366,414,3,0,88,119,400,361,294,250,85,80,5,7,3,7,0,0,13,17
050,36,001,New York,Albany County,1,8,22651,11000,11651,9269,9798,1275,1389,35,30,349,341,4,6,68,87,10671,11318,9023,9543,1220,1338,28,27,346,333,2,3,52,74,329,333,246,255,55,51,7,3,3,8,2,3,16,13
050,36,001,New York,Albany County,1,9,22877,11056,11821,9550,10187,1134,1251,25,24,269,265,1,4,77,90,10795,11563,9349,9996,1090,1203,20,18,268,264,1,4,67,78,261,258,201,191,44,48,5,6,1,1,0,0,10,12
050,36,001,New York,Albany County,1,10,22144,10785,11359,9540,10062,930,952,23,27,206,247,7,6,79,65,10559,11162,9372,9918,891,915,20,21,204,245,7,5,65,58,226,197,168,144,39,37,3,6,2,2,0,1,14,7
050,36,001,New York,Albany County,1,11,20067,9779,10288,8765,9163,763,837,14,16,182,210,3,3,52,59,9613,10131,8630,9038,738,815,14,15,180,207,3,2,48,54,166,157,135,125,25,22,0,1,2,3,0,1,4,5
050,36,001,New York,Albany County,1,12,14054,6710,7344,6003,6563,519,580,17,14,140,140,3,4,28,43,6602,7238,5915,6473,502,567,16,12,139,140,3,4,27,42,108,106,88,90,17,13,1,2,1,0,0,0,1,1
050,36,001,New York,Albany County,1,13,10927,5082,5845,4559,5220,382,468,5,10,115,117,3,0,18,30,5012,5763,4499,5156,374,455,5,7,115,117,2,0,17,28,70,82,60,64,8,13,0,3,0,0,1,0,1,2
050,36,001,New York,Albany County,1,14,10257,4572,5685,4159,5127,311,428,5,14,77,89,0,1,20,26,4538,5625,4129,5076,308,426,5,11,77,88,0,1,19,23,34,60,30,51,3,2,0,3,0,1,0,0,1,3
050,36,001,New York,Albany County,1,15,10524,4512,6012,4183,5599,252,331,8,9,51,44,1,0,17,29,4462,5954,4144,5550,246,326,6,7,50,44,1,0,15,27,50,58,39,49,6,5,2,2,1,0,0,0,2,2
050,36,001,New York,Albany County,1,16,9120,3573,5547,3408,5252,125,245,3,7,26,28,2,0,9,15,3555,5513,3392,5224,124,240,3,7,26,28,2,0,8,14,18,34,16,28,1,5,0,0,0,0,0,0,1,1
050,36,001,New York,Albany County,1,17,6698,2325,4373,2237,4208,70,129,1,3,12,18,1,1,4,14,2308,4345,2224,4185,67,127,0,3,12,18,1,1,4,11,17,28,13,23,3,2,1,0,0,0,0,0,0,3
050,36,001,New York,Albany County,1,18,5984,1516,4468,1441,4292,58,142,2,6,13,12,0,0,2,16,1510,4446,1435,4272,58,141,2,6,13,12,0,0,2,15,6,22,6,20,0,1,0,0,0,0,0,0,0,1
050,36,001,New York,Albany County,1,99,294601,140911,153690,118623,129568,16149,17595,315,339,4056,4270,51,60,1717,1858,136392,149131,115419,126308,15196,16654,232,261,4020,4220,36,46,1489,1642,4519,4559,3204,3260,953,941,83,78,36,50,15,14,228,216
050,36,001,New York,Albany County,2,0,3230,1687,1543,1199,1126,334,301,4,5,69,54,0,2,81,55,1558,1449,1127,1061,291,277,3,5,67,52,0,2,70,52,129,94,72,65,43,24,1,0,2,2,0,0,11,3
050,36,001,New York,Albany County,2,1,13404,6914,6490,5142,4854,1300,1142,17,13,217,240,2,1,236,240,6490,6156,4881,4642,1180,1050,7,11,216,235,1,1,205,217,424,334,261,212,120,92,10,2,1,5,1,0,31,23
050,36,001,New York,Albany County,2,2,18864,9719,9145,7391,6931,1758,1685,24,17,279,265,4,5,263,242,9234,8708,7092,6648,1630,1565,13,13,274,260,1,3,224,219,485,437,299,283,128,120,11,4,5,5,3,2,39,23
