SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
050,42,001,Pennsylvania,Adams County,1,0,1015,498,517,471,492,12,15,3,2,2,0,0,0,10,8,449,460,422,440,12,13,3,2,2,0,0,0,10,5,49,57,49,52,0,2,0,0,0,0,0,0,0,3
050,42,001,Pennsylvania,Adams County,1,1,4378,2209,2169,2110,2051,41,57,4,9,6,14,0,0,48,38,2029,2003,1941,1898,36,50,4,7,5,14,0,0,43,34,180,166,169,153,5,7,0,2,1,0,0,0,5,4
050,42,001,Pennsylvania,Adams County,1,2,6458,3258,3200,3128,3069,54,61,6,9,21,9,2,2,47,50,3039,2991,2924,2878,48,51,3,6,21,9,1,1,42,46,219,209,204,191,6,10,3,3,0,0,1,1,5,4
050,42,001,Pennsylvania,Adams County,1,3,6942,3544,3398,3408,3268,58,59,11,7,26,19,1,0,40,45,3364,3218,3242,3112,50,46,10,4,25,18,0,0,37,38,180,180,166,156,8,13,1,3,1,1,1,0,3,7
050,42,001,Pennsylvania,Adams County,1,4,6804,3583,3221,3465,3090,58,48,8,8,18,40,4,2,30,33,3404,3074,3294,2954,53,43,7,6,18,39,2,0,30,32,179,147,171,136,5,5,1,2,0,1,2,2,0,1
050,42,001,Pennsylvania,Adams County,1,5,5572,2787,2785,2674,2705,48,35,15,9,27,12,2,1,21,23,2564,2628,2465,2556,41,32,10,6,26,11,1,1,21,22,223,157,209,149,7,3,5,3,1,1,1,0,0,1
050,42,001,Pennsylvania,Adams County,1,6,5101,2586,2515,2505,2450,47,29,6,9,10,10,0,1,18,16,2380,2375,2308,2317,40,24,4,9,10,10,0,0,18,15,206,140,197,133,7,5,2,0,0,0,0,1,0,1
050,42,001,Pennsylvania,Adams County,1,7,6312,3087,3225,3018,3132,41,47,7,7,6,24,0,2,15,13,2915,3091,2856,3006,33,43,5,5,6,23,0,2,15,12,172,134,162,126,8,4,2,2,0,1,0,0,0,1
050,42,001,Pennsylvania,Adams County,1,8,7506,3722,3784,3646,3700,49,39,8,10,11,16,0,1,8,18,3592,3688,3521,3610,46,36,7,7,10,16,0,1,8,18,130,96,125,90,3,3,1,3,1,0,0,0,0,0
050,42,001,Pennsylvania,Adams County,1,9,7479,3708,3771,3617,3687,46,39,11,10,20,24,1,2,13,9,3609,3702,3529,3618,42,39,8,10,18,24,1,2,11,9,99,69,88,69,4,0,3,0,2,0,0,0,2,0
